filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/5Vy7m6rlVseBOndb_dGReg_F.png,169.70832335560968,56.09053406437826,3.000000,0.047545,-5.5,77.3
D://360 google/dashcam_illumination/train/5Vy7m6rlVseBOndb_dGReg_B.png,-10.291676644390348,62.91053406437827,3.000000,0.047545,1.32,79.47
D://360 google/dashcam_illumination/train/5W0_GBg99QuMMuvFx5MOjQ_F.png,-176.8805142565898,50.777575103908795,3.500000,0.051779,-7.35,82.64
D://360 google/dashcam_illumination/train/5W0_GBg99QuMMuvFx5MOjQ_B.png,3.1194857434101886,55.60757510390881,3.500000,0.051779,-2.52,74.04
D://360 google/dashcam_illumination/train/5w1TovqYSH_iuH-l75_PNQ_F.png,131.2230619385917,53.458457422607985,4.500000,0.027112,-0.11,68.66
D://360 google/dashcam_illumination/train/5w1TovqYSH_iuH-l75_PNQ_B.png,-48.77693806140828,56.618457422608024,4.500000,0.027112,3.05,91.27
D://360 google/dashcam_illumination/train/5WDAMJkjG7BIT7hP6I0pFA_F.png,153.62160185137043,42.706123997038226,3.000000,0.037423,4.46,77.23
D://360 google/dashcam_illumination/train/5WDAMJkjG7BIT7hP6I0pFA_B.png,-26.378398148629586,44.47612399703824,3.000000,0.037423,6.23,95.95
D://360 google/dashcam_illumination/train/5WYeMChqEbeYPvrDP0Gn-w_F.png,34.41665441205451,60.89682205308263,5.500000,0.026860,1.45,64.7
D://360 google/dashcam_illumination/train/5WYeMChqEbeYPvrDP0Gn-w_B.png,-145.5833455879455,56.566822053082625,5.500000,0.026860,-2.88,75.81
D://360 google/dashcam_illumination/train/5xdTRf8WIhsfbcwcXy3HTQ_F.png,-159.39260779721076,70.38212079600973,3.500000,0.049337,8.83,78.08
D://360 google/dashcam_illumination/train/5xdTRf8WIhsfbcwcXy3HTQ_B.png,20.60739220278925,68.0321207960097,3.500000,0.049337,6.48,67.2
D://360 google/dashcam_illumination/train/5XFTj43PoGtdPqVO-ZtVfQ_F.png,-28.626732020386036,65.85439714118698,4.000000,0.040706,5.57,93.94
D://360 google/dashcam_illumination/train/5XFTj43PoGtdPqVO-ZtVfQ_B.png,151.37326797961396,64.85439714118698,4.000000,0.040706,4.57,95.34
D://360 google/dashcam_illumination/train/5Xw9ly0Gxx5zMCHvBstlDQ_F.png,41.934766853414594,72.15486099254036,4.000000,0.040437,-6.68,75.52
D://360 google/dashcam_illumination/train/5Xw9ly0Gxx5zMCHvBstlDQ_B.png,-138.06523314658543,74.83486099254034,4.000000,0.040437,-4.0,95.67
D://360 google/dashcam_illumination/train/5YCjZ2z2DzOt7ZDBp0in8g_F.png,-118.58436587795035,70.23245284527295,3.500000,0.035080,6.91,70.88
D://360 google/dashcam_illumination/train/5YCjZ2z2DzOt7ZDBp0in8g_B.png,61.41563412204965,56.93245284527297,3.500000,0.035080,-6.39,62.24
D://360 google/dashcam_illumination/train/5_ABQvaip2-iGcpAqyJoDA_F.png,125.03966995285525,65.66081868111607,4.500000,0.030530,-5.92,76.34
D://360 google/dashcam_illumination/train/5_ABQvaip2-iGcpAqyJoDA_B.png,-54.960330047144744,78.11081868111607,4.500000,0.030530,6.53,93.17
D://360 google/dashcam_illumination/train/5_l8BbrARya85-Ngh5A4VQ_F.png,-137.49262313977786,44.24605207198947,3.500000,0.039814,-3.46,98.84
D://360 google/dashcam_illumination/train/5_l8BbrARya85-Ngh5A4VQ_B.png,42.50737686022213,55.636052071989454,3.500000,0.039814,7.93,71.1
D://360 google/dashcam_illumination/train/5_zo3kT3eZVVYzEBGOlSLA_F.png,29.26617648480033,57.635443122670786,4.000000,0.036677,-4.08,60.08
D://360 google/dashcam_illumination/train/5_zo3kT3eZVVYzEBGOlSLA_B.png,-150.73382351519967,65.95544312267077,4.000000,0.036677,4.24,98.66
D://360 google/dashcam_illumination/train/6-dISjzId_RnrNgdh0dfcQ_F.png,56.159099185798986,53.565718786779904,3.500000,0.042914,-6.7,94.17
D://360 google/dashcam_illumination/train/6-dISjzId_RnrNgdh0dfcQ_B.png,-123.84090081420105,52.9857187867799,3.500000,0.042914,-7.28,65.51
D://360 google/dashcam_illumination/train/62FkRQgtFZccqI7ojPfqrA_F.png,-129.42400349953564,64.1186927141672,4.000000,0.026261,-9.01,78.1
D://360 google/dashcam_illumination/train/62FkRQgtFZccqI7ojPfqrA_B.png,50.575996500464356,71.61869271416721,4.000000,0.026261,-1.51,80.91
D://360 google/dashcam_illumination/train/62m-4hR5DsK1A8GEsKbmqw_F.png,-11.651379501767158,50.204749982083854,3.500000,0.032333,5.47,88.08
D://360 google/dashcam_illumination/train/62m-4hR5DsK1A8GEsKbmqw_B.png,168.34862049823286,36.614749982083836,3.500000,0.032333,-8.12,81.71
D://360 google/dashcam_illumination/train/62wrqe7_dJ-hGxwE9RGGUQ_F.png,137.7438061454494,45.123764289108685,2.500000,0.051687,8.54,85.93
D://360 google/dashcam_illumination/train/62wrqe7_dJ-hGxwE9RGGUQ_B.png,-42.25619385455061,43.28376428910868,2.500000,0.051687,6.7,62.67
D://360 google/dashcam_illumination/train/62XpPKEPrL3rXoPMSn-_PQ_F.png,127.90391978105478,71.26549786406362,3.000000,0.047851,-9.32,86.42
D://360 google/dashcam_illumination/train/62XpPKEPrL3rXoPMSn-_PQ_B.png,-52.09608021894517,88.71549786406351,3.000000,0.047851,8.13,72.41
D://360 google/dashcam_illumination/train/62zz9lgH_eo7OkNgWKUrSA_F.png,7.682170628222601,72.79432233576381,4.000000,0.034375,9.81,82.39
D://360 google/dashcam_illumination/train/62zz9lgH_eo7OkNgWKUrSA_B.png,-172.31782937177744,61.794322335763816,4.000000,0.034375,-1.19,93.28
D://360 google/dashcam_illumination/train/631PD3kgQ8qyFkqMY5UEew_F.png,-5.295486561410398,55.25994445906836,4.000000,0.035788,-4.16,79.44
D://360 google/dashcam_illumination/train/631PD3kgQ8qyFkqMY5UEew_B.png,174.7045134385896,52.819944459068324,4.000000,0.035788,-6.6,92.27
D://360 google/dashcam_illumination/train/63EVVVEdI_hKFL9PHi58sA_F.png,144.77935504919395,44.99953779965632,3.500000,0.040901,-5.06,91.18
D://360 google/dashcam_illumination/train/63EVVVEdI_hKFL9PHi58sA_B.png,-35.22064495080605,40.369537799656314,3.500000,0.040901,-9.69,65.46
D://360 google/dashcam_illumination/train/63mGJY8LQ8TUwT_Jqiilgg_F.png,150.80907056685433,57.57575028115353,3.500000,0.042710,1.33,79.72
D://360 google/dashcam_illumination/train/63mGJY8LQ8TUwT_Jqiilgg_B.png,-29.19092943314569,63.92575028115355,3.500000,0.042710,7.68,67.0
D://360 google/dashcam_illumination/train/64P3x1_DgpFDImdX-L3iHw_F.png,-160.0085952727869,44.84954029574416,3.500000,0.063081,-4.74,74.61
D://360 google/dashcam_illumination/train/64P3x1_DgpFDImdX-L3iHw_B.png,19.99140472721312,52.76954029574414,3.500000,0.063081,3.18,95.6
D://360 google/dashcam_illumination/train/66fwqAaZjVhZIYbXxwluzw_F.png,3.5547319089212115,68.19494717737163,4.000000,0.059238,-0.58,84.4
D://360 google/dashcam_illumination/train/66fwqAaZjVhZIYbXxwluzw_B.png,-176.44526809107882,70.8349471773716,4.000000,0.059238,2.06,78.33
D://360 google/dashcam_illumination/train/66GjUcq_AImvVmNWnclMXw_F.png,-22.825669941998232,44.407766404752586,4.000000,0.024226,4.72,89.9
D://360 google/dashcam_illumination/train/66GjUcq_AImvVmNWnclMXw_B.png,157.17433005800174,48.06776640475259,4.000000,0.024226,8.38,87.6
D://360 google/dashcam_illumination/train/66HgGZTvr1kVxMdiU3fXIQ_F.png,-123.95883186344109,46.58246147633223,3.500000,0.037132,2.93,85.28
D://360 google/dashcam_illumination/train/66HgGZTvr1kVxMdiU3fXIQ_B.png,56.041168136558916,44.852461476332245,3.500000,0.037132,1.2,66.44
D://360 google/dashcam_illumination/train/66pPRZzyMCMKdMPYgI5FpQ_F.png,-62.06035910793896,48.71342423815079,3.500000,0.040279,-7.1,61.62
D://360 google/dashcam_illumination/train/66pPRZzyMCMKdMPYgI5FpQ_B.png,117.93964089206106,49.113424238150806,3.500000,0.040279,-6.7,77.15
D://360 google/dashcam_illumination/train/67NbVNMkXlTNYJijcb-dxQ_F.png,-39.04589347287787,41.927629623267066,3.500000,0.049488,-2.71,66.22
D://360 google/dashcam_illumination/train/67NbVNMkXlTNYJijcb-dxQ_B.png,140.95410652712212,35.39762962326706,3.500000,0.049488,-9.24,94.38
D://360 google/dashcam_illumination/train/6A0uphJteT6a8Sh3sUAwtQ_F.png,169.21136433449087,69.77237748468268,3.500000,0.038844,6.44,96.07
D://360 google/dashcam_illumination/train/6A0uphJteT6a8Sh3sUAwtQ_B.png,-10.788635665509135,64.84237748468266,3.500000,0.038844,1.51,88.01
D://360 google/dashcam_illumination/train/6A2yMWtLKKJPchiHQ1r4yg_F.png,31.1794970253521,26.968110064111944,3.000000,0.033355,-8.44,65.73
D://360 google/dashcam_illumination/train/6A2yMWtLKKJPchiHQ1r4yg_B.png,-148.82050297464792,34.478110064111945,3.000000,0.033355,-0.93,69.82
D://360 google/dashcam_illumination/train/6AH-aiyO_C_95V1CT8oODA_F.png,72.65286864388584,68.57267493378836,4.500000,0.030532,5.71,81.29
D://360 google/dashcam_illumination/train/6AH-aiyO_C_95V1CT8oODA_B.png,-107.34713135611418,63.27267493378834,4.500000,0.030532,0.41,77.0
D://360 google/dashcam_illumination/train/6b5ltlMRX_1jwxXz-7PaiA_F.png,-100.94750574175065,77.37424638532788,4.500000,0.034020,8.99,67.18
D://360 google/dashcam_illumination/train/6b5ltlMRX_1jwxXz-7PaiA_B.png,79.05249425824935,58.44424638532784,4.500000,0.034020,-9.94,63.64
D://360 google/dashcam_illumination/train/6B5zl7xKawW2xccqlskBsg_F.png,16.089429486438732,50.1187781676855,4.000000,0.042758,8.98,96.01
D://360 google/dashcam_illumination/train/6B5zl7xKawW2xccqlskBsg_B.png,-163.9105705135613,38.248778167685494,4.000000,0.042758,-2.89,88.48
D://360 google/dashcam_illumination/train/6baLetNNdUakfG4HUSdnmA_F.png,-48.928943937552816,70.03003775199612,6.000000,0.023383,-4.43,69.41
D://360 google/dashcam_illumination/train/6baLetNNdUakfG4HUSdnmA_B.png,131.07105606244718,80.29003775199611,6.000000,0.023383,5.83,79.33
D://360 google/dashcam_illumination/train/6BCQX1Fj5zD2hm9rTFSpuw_F.png,-94.23893197204205,66.17896285692291,4.500000,0.034264,-2.02,92.13
D://360 google/dashcam_illumination/train/6BCQX1Fj5zD2hm9rTFSpuw_B.png,85.76106802795795,70.7989628569229,4.500000,0.034264,2.6,80.37
D://360 google/dashcam_illumination/train/6be0atjvcuyOGd9LrOaKsQ_F.png,-138.2446235264877,66.46268093007768,4.000000,0.039859,9.59,89.97
D://360 google/dashcam_illumination/train/6be0atjvcuyOGd9LrOaKsQ_B.png,41.755376473512314,57.582680930077665,4.000000,0.039859,0.71,91.61
D://360 google/dashcam_illumination/train/6bHAnWtbeGjyO9gyHoxGug_F.png,-144.67496080344247,67.42871185198777,3.500000,0.047175,5.87,93.25
D://360 google/dashcam_illumination/train/6bHAnWtbeGjyO9gyHoxGug_B.png,35.32503919655753,56.30871185198776,3.500000,0.047175,-5.25,62.24
D://360 google/dashcam_illumination/train/6BlegzdRy9TONz8uMYCaOA_F.png,-128.0520493770154,47.73101498209806,4.000000,0.032610,-2.33,61.24
D://360 google/dashcam_illumination/train/6BlegzdRy9TONz8uMYCaOA_B.png,51.9479506229846,46.811014982098065,4.000000,0.032610,-3.25,96.42
D://360 google/dashcam_illumination/train/6bQXPVnvtreDsD8krSkcmQ_F.png,-145.01236980025095,44.50190539399906,3.000000,0.052901,-1.51,88.65
D://360 google/dashcam_illumination/train/6bQXPVnvtreDsD8krSkcmQ_B.png,34.98763019974905,42.471905393999045,3.000000,0.052901,-3.54,95.44
D://360 google/dashcam_illumination/train/6Bv51w9GJnfX5MVLi1lAaA_F.png,-143.2926373374352,51.160098127589684,2.500000,0.055749,6.53,85.75
D://360 google/dashcam_illumination/train/6Bv51w9GJnfX5MVLi1lAaA_B.png,36.70736266256482,53.61009812758969,2.500000,0.055749,8.98,93.01
D://360 google/dashcam_illumination/train/6c4g-eoIAWyFIRSbdb39rQ_F.png,-11.160708415384082,63.57448520739597,4.000000,0.041982,-0.19,69.98
D://360 google/dashcam_illumination/train/6c4g-eoIAWyFIRSbdb39rQ_B.png,168.83929158461595,56.06448520739598,4.000000,0.041982,-7.7,81.89
D://360 google/dashcam_illumination/train/6cGV5bupgTOVwSp8X-JIhg_F.png,-177.36798359233086,50.63093282842278,4.000000,0.032369,0.87,88.04
D://360 google/dashcam_illumination/train/6cGV5bupgTOVwSp8X-JIhg_B.png,2.632016407669144,41.49093282842279,4.000000,0.032369,-8.27,62.04
D://360 google/dashcam_illumination/train/6dp5-PVgQ3bu-nWlYJ1KSQ_F.png,53.86338523808318,63.7851139626151,4.000000,0.034227,7.52,82.81
D://360 google/dashcam_illumination/train/6dp5-PVgQ3bu-nWlYJ1KSQ_B.png,-126.13661476191686,59.6551139626151,4.000000,0.034227,3.39,98.6
D://360 google/dashcam_illumination/train/6EaoX_YMgo1Hm1xxpZxYSg_F.png,-37.36843147264017,79.25021167954168,4.000000,0.038720,7.06,88.44
D://360 google/dashcam_illumination/train/6EaoX_YMgo1Hm1xxpZxYSg_B.png,142.63156852735983,67.39021167954168,4.000000,0.038720,-4.8,75.49
D://360 google/dashcam_illumination/train/6ELSJ-Z9sn_Qisjzsb9Z4Q_F.png,-160.0791905542567,60.77591522274541,4.500000,0.027301,-0.82,94.49
D://360 google/dashcam_illumination/train/6ELSJ-Z9sn_Qisjzsb9Z4Q_B.png,19.92080944574329,56.945915222745384,4.500000,0.027301,-4.65,91.59
D://360 google/dashcam_illumination/train/6eVDBK9AcHdG58B3mC00VQ_F.png,-17.64387862318844,60.208515445809304,4.500000,0.023883,-2.65,98.27
D://360 google/dashcam_illumination/train/6eVDBK9AcHdG58B3mC00VQ_B.png,162.3561213768116,66.42851544580931,4.500000,0.023883,3.57,87.77
D://360 google/dashcam_illumination/train/6f-kQOMhCtkxXulAajaAjg_F.png,-179.9628716508664,55.2217217094178,4.000000,0.032954,2.05,94.6
D://360 google/dashcam_illumination/train/6f-kQOMhCtkxXulAajaAjg_B.png,0.037128349133624124,44.74172170941782,4.000000,0.032954,-8.43,99.79
D://360 google/dashcam_illumination/train/6FoDvIqhykDRnyUqQGtD5A_F.png,-172.70510092172955,39.640165287115515,3.500000,0.030509,-0.04,98.84
D://360 google/dashcam_illumination/train/6FoDvIqhykDRnyUqQGtD5A_B.png,7.294899078270459,44.05016528711551,3.500000,0.030509,4.37,94.33
D://360 google/dashcam_illumination/train/6fvZTCbfSawfLudTAxCVnQ_F.png,-76.70051093412577,49.51614186652264,3.500000,0.045850,-2.32,89.96
D://360 google/dashcam_illumination/train/6fvZTCbfSawfLudTAxCVnQ_B.png,103.29948906587423,49.99614186652263,3.500000,0.045850,-1.84,83.37
D://360 google/dashcam_illumination/train/6F_GyEY0eAcbq4453L-TGw_F.png,-30.73656794510069,43.27892927749311,4.000000,0.031474,-4.36,76.05
D://360 google/dashcam_illumination/train/6F_GyEY0eAcbq4453L-TGw_B.png,149.2634320548993,43.228929277493116,4.000000,0.031474,-4.41,78.0
D://360 google/dashcam_illumination/train/6gNsdXKVGun7c9vcS3v5SQ_F.png,-59.828563015283926,58.6949651701226,5.000000,0.027271,-2.81,93.96
D://360 google/dashcam_illumination/train/6gNsdXKVGun7c9vcS3v5SQ_B.png,120.17143698471605,57.974965170122594,5.000000,0.027271,-3.53,64.17
D://360 google/dashcam_illumination/train/6h4KYqhTRIycpZQv4X6F2g_F.png,-85.48020044490288,76.2407312349056,3.500000,0.043089,3.95,77.03
D://360 google/dashcam_illumination/train/6h4KYqhTRIycpZQv4X6F2g_B.png,94.51979955509712,75.95073123490563,3.500000,0.043089,3.66,78.36
D://360 google/dashcam_illumination/train/6HEzPufUmmuHD5Q91Q-7qg_F.png,-81.35592466604655,51.93898121160685,4.500000,0.042340,-7.67,91.54
D://360 google/dashcam_illumination/train/6HEzPufUmmuHD5Q91Q-7qg_B.png,98.64407533395347,52.91898121160684,4.500000,0.042340,-6.69,79.56
D://360 google/dashcam_illumination/train/6HiV3165tvg4sppaZdpd_g_F.png,-122.7470878889998,59.541315554237954,3.500000,0.035644,-4.08,92.85
D://360 google/dashcam_illumination/train/6HiV3165tvg4sppaZdpd_g_B.png,57.25291211100021,56.72131555423796,3.500000,0.035644,-6.9,99.05
D://360 google/dashcam_illumination/train/6HZ2ubKIoOq7nv2d-tyBUg_F.png,-159.30454336481247,49.05685874102848,3.000000,0.047538,6.26,72.26
D://360 google/dashcam_illumination/train/6HZ2ubKIoOq7nv2d-tyBUg_B.png,20.695456635187533,49.716858741028474,3.000000,0.047538,6.92,93.95
D://360 google/dashcam_illumination/train/6i8oa4lcMzbugzKKFufzwg_F.png,69.41288172419195,78.39567341730248,4.500000,0.031005,0.96,84.15
D://360 google/dashcam_illumination/train/6i8oa4lcMzbugzKKFufzwg_B.png,-110.58711827580807,76.8856734173025,4.500000,0.031005,-0.55,75.1
D://360 google/dashcam_illumination/train/6IG3LMOo5pb6DifK9zoWcQ_F.png,-73.30032908507602,51.57251410459878,5.000000,0.028479,-8.42,95.26
D://360 google/dashcam_illumination/train/6IG3LMOo5pb6DifK9zoWcQ_B.png,106.69967091492396,69.66251410459876,5.000000,0.028479,9.67,66.56
D://360 google/dashcam_illumination/train/6ilBlHL7oMIjRNnYgVimKA_F.png,129.58376633975067,65.60708425974873,4.500000,0.030136,-6.83,84.48
D://360 google/dashcam_illumination/train/6ilBlHL7oMIjRNnYgVimKA_B.png,-50.41623366024935,78.76708425974876,4.500000,0.030136,6.33,62.6
D://360 google/dashcam_illumination/train/6ILY12U0lzYl1io8H6lKNA_F.png,12.459165660818591,58.909428093384044,3.000000,0.042269,6.11,60.06
D://360 google/dashcam_illumination/train/6ILY12U0lzYl1io8H6lKNA_B.png,-167.54083433918143,46.189428093384045,3.000000,0.042269,-6.61,64.6
D://360 google/dashcam_illumination/train/6iVKkpQkzcLl-LATGCQK7Q_F.png,136.9023727172576,62.32357131071382,4.500000,0.036157,-1.25,68.77
D://360 google/dashcam_illumination/train/6iVKkpQkzcLl-LATGCQK7Q_B.png,-43.09762728274242,71.4135713107138,4.500000,0.036157,7.84,67.65
D://360 google/dashcam_illumination/train/6JeV9IfbsmWT_URhgchemQ_F.png,-61.671379518470694,72.65888662528256,4.500000,0.030265,-0.28,84.32
D://360 google/dashcam_illumination/train/6JeV9IfbsmWT_URhgchemQ_B.png,118.32862048152933,67.03888662528256,4.500000,0.030265,-5.9,85.5
D://360 google/dashcam_illumination/train/6jMpAqcPkhNXZ6v0i2zBlg_F.png,14.48439113004899,71.05911039674066,4.000000,0.035359,8.66,65.82
D://360 google/dashcam_illumination/train/6jMpAqcPkhNXZ6v0i2zBlg_B.png,-165.51560886995105,65.34911039674067,4.000000,0.035359,2.95,92.9
D://360 google/dashcam_illumination/train/6jpBR7k5WwtirphlSF8osA_F.png,109.7322522849535,59.37943987114421,4.000000,0.031268,9.79,84.72
D://360 google/dashcam_illumination/train/6jpBR7k5WwtirphlSF8osA_B.png,-70.26774771504651,48.339439871144194,4.000000,0.031268,-1.25,78.53
D://360 google/dashcam_illumination/train/6jrTSciEzsBg43rRu-lWnA_F.png,-149.1293928948332,53.434173089039206,3.500000,0.037178,9.69,86.26
D://360 google/dashcam_illumination/train/6jrTSciEzsBg43rRu-lWnA_B.png,30.870607105166826,51.844173089039195,3.500000,0.037178,8.1,99.17
D://360 google/dashcam_illumination/train/6K3dcW95p_d__bnqsNEwHQ_F.png,153.08555889565346,52.56554792381786,3.000000,0.042928,8.22,87.08
D://360 google/dashcam_illumination/train/6K3dcW95p_d__bnqsNEwHQ_B.png,-26.91444110434654,39.37554792381786,3.000000,0.042928,-4.97,80.92
D://360 google/dashcam_illumination/train/6kAabfDyIsqojMxPVLHp9w_F.png,161.3331589923258,29.749260605540144,1.500000,0.052099,0.02,87.12
D://360 google/dashcam_illumination/train/6kAabfDyIsqojMxPVLHp9w_B.png,-18.66684100767422,34.10926060554014,1.500000,0.052099,4.38,75.92
D://360 google/dashcam_illumination/train/6KBqpFoTV_mopBPbbK43cA_F.png,-56.606315646281686,57.309272227411746,3.500000,0.037098,9.09,75.48
D://360 google/dashcam_illumination/train/6KBqpFoTV_mopBPbbK43cA_B.png,123.39368435371831,57.55927222741173,3.500000,0.037098,9.34,82.9
D://360 google/dashcam_illumination/train/6KQ6cI_jC2u43raR0N1i1Q_F.png,-110.1922383273552,70.35884098901941,4.500000,0.029256,9.08,61.52
D://360 google/dashcam_illumination/train/6KQ6cI_jC2u43raR0N1i1Q_B.png,69.8077616726448,64.2988409890194,4.500000,0.029256,3.02,60.37
D://360 google/dashcam_illumination/train/6l4Qd-3qPmnAqeW4s0sXiA_F.png,176.35971910749444,61.82057380775743,4.500000,0.033443,-7.84,93.36
D://360 google/dashcam_illumination/train/6l4Qd-3qPmnAqeW4s0sXiA_B.png,-3.6402808925055803,72.84057380775741,4.500000,0.033443,3.18,98.52
D://360 google/dashcam_illumination/train/6lLajpi2RmnSpajZl3DHWA_F.png,82.82463045653257,62.49145074012333,3.500000,0.041657,7.6,68.66
D://360 google/dashcam_illumination/train/6lLajpi2RmnSpajZl3DHWA_B.png,-97.17536954346745,54.77145074012333,3.500000,0.041657,-0.12,74.94
D://360 google/dashcam_illumination/train/6lRd8j0qR0sVu6aW1_v9Bg_F.png,-43.47574674155825,41.33976070431542,3.500000,0.037365,-4.8,77.25
D://360 google/dashcam_illumination/train/6lRd8j0qR0sVu6aW1_v9Bg_B.png,136.52425325844175,47.00976070431541,3.500000,0.037365,0.87,60.82
D://360 google/dashcam_illumination/train/6Mip0dvA7Q3LGduF5so2vw_F.png,29.07145254173584,54.41258128458292,3.500000,0.038431,2.19,92.99
D://360 google/dashcam_illumination/train/6Mip0dvA7Q3LGduF5so2vw_B.png,-150.92854745826418,43.93258128458292,3.500000,0.038431,-8.29,62.16
D://360 google/dashcam_illumination/train/6MTqlv2YHL7QCSleD6oTZg_F.png,-49.76860884865863,52.0092443087417,4.500000,0.028065,-4.72,67.23
D://360 google/dashcam_illumination/train/6MTqlv2YHL7QCSleD6oTZg_B.png,130.23139115134137,47.45924430874169,4.500000,0.028065,-9.27,94.62
D://360 google/dashcam_illumination/train/6mZaHVLZFwqi6yb2L6DHNA_F.png,-157.90189304185355,35.36447190448612,2.500000,0.058953,-4.33,77.72
D://360 google/dashcam_illumination/train/6mZaHVLZFwqi6yb2L6DHNA_B.png,22.098106958146445,33.93447190448613,2.500000,0.058953,-5.76,91.42
D://360 google/dashcam_illumination/train/6nc0NXzgmEaJJxGleFPRHw_F.png,-149.90443057213997,61.38965024902157,3.500000,0.036956,9.57,69.68
D://360 google/dashcam_illumination/train/6nc0NXzgmEaJJxGleFPRHw_B.png,30.09556942786002,46.73965024902157,3.500000,0.036956,-5.08,79.92
D://360 google/dashcam_illumination/train/6NojTGBhaxjSu4gPhAy02Q_F.png,-173.09901315475207,66.79029880596862,4.000000,0.036881,7.37,61.95
